0 0 0 0.184712 1
0 1 0 0.0923559 1
0 2 0 0 0
0 3 0 0 0
0 4 0 0 1
0 5 0 0 0
0 6 0 0 1
0 7 0 0 1
0 8 0 0 1
0 9 0 0 1
0 10 -0 0 1
0 11 -0 -0 0
0 12 -0 -0 0
0 13 -0 -0 0
0 14 -0 -0 0
0 15 -0 -0 0
0 16 -0 -0 0
0 17 -0 0 1
0 18 -0 -0 0
0 19 -0 0 1
0 20 -0 -0 0
0 21 -0 -0.0505371 1
0 22 -0 -0.101071 1
0 23 -0 -0.151601 1
0 24 -0 -0.202123 1

1 0 0.159318 0.277068 1
1 1 0.157283 0.213269 1
1 2 0.15123 0.170481 1
1 3 0.141314 0.141314 0
1 4 0.127788 0.120639 1
1 5 0.110998 0.105462 1
1 6 0.0913722 0.085147 1
1 7 0.0694121 0.0627556 1
1 8 0.045679 0.043216 1
1 9 0.0207789 0.0181886 1
1 10 -0.00465202 -0.00465202 0
1 11 -0.0299641 -0.0273167 1
1 12 -0.0545107 -0.0545107 0
1 13 -0.0776648 -0.0776648 0
1 14 -0.0988349 -0.0909329 1
1 15 -0.11748 -0.11748 0
1 16 -0.133125 -0.118308 1
1 17 -0.145368 -0.145368 0
1 18 -0.153898 -0.141166 1
1 19 -0.158497 -0.158497 0
1 20 -0.159047 -0.159047 0
1 21 -0.155533 -0.182185 1
1 22 -0.148047 -0.206653 1
1 23 -0.136779 -0.230325 1
1 24 -0.122017 -0.252641 1

2 0 0.314567 0.369423 1
2 1 0.310549 0.310549 0
2 2 0.298598 0.298941 1
2 3 0.279019 0.279019 0
2 4 0.252313 0.252313 0
2 5 0.219161 0.203537 1
2 6 0.18041 0.169536 1
2 7 0.137051 0.137051 0
2 8 0.090191 0.0814861 1
2 9 0.0410269 0.0358128 1
2 10 -0.00918519 -0.00873177 1
2 11 -0.0591627 -0.0591627 0
2 12 -0.107629 -0.100535 1
2 13 -0.153346 -0.153346 0
2 14 -0.195145 -0.182905 1
2 15 -0.231959 -0.210386 1
2 16 -0.262848 -0.262848 0
2 17 -0.287023 -0.262844 1
2 18 -0.303865 -0.303865 0
2 19 -0.312945 -0.301818 1
2 20 -0.31403 -0.312723 1
2 21 -0.307094 -0.313951 1
2 22 -0.292312 -0.314943 1
2 23 -0.270064 -0.310517 1
2 24 -0.240916 -0.303152 1

3 0 0.461779 0.461779 0
3 1 0.455881 0.431586 1
3 2 0.438337 0.420308 1
3 3 0.409596 0.409596 0
3 4 0.370391 0.370391 0
3 5 0.321725 0.321725 0
3 6 0.26484 0.23797 1
3 7 0.201189 0.188203 1
3 8 0.132399 0.118171 1
3 9 0.060227 0.0567975 1
3 10 -0.0134837 -0.0134837 0
3 11 -0.08685 -0.0825965 1
3 12 -0.157998 -0.147313 1
3 13 -0.225109 -0.214562 1
3 14 -0.28647 -0.28647 0
3 15 -0.340513 -0.321912 1
3 16 -0.385857 -0.345834 1
3 17 -0.421345 -0.403752 1
3 18 -0.446069 -0.446069 0
3 19 -0.459398 -0.459398 0
3 20 -0.460992 -0.460992 0
3 21 -0.450809 -0.450809 0
3 22 -0.42911 -0.42911 0
3 23 -0.39645 -0.39645 0
3 24 -0.353662 -0.353662 0

4 0 0.597195 0.491101 1
4 1 0.589568 0.589568 0
4 2 0.566879 0.566879 0
4 3 0.529709 0.502096 1
4 4 0.479008 0.479008 0
4 5 0.41607 0.380406 1
4 6 0.342504 0.330563 1
4 7 0.260188 0.230887 1
4 8 0.171225 0.171225 0
4 9 0.0778884 0.0689324 1
4 10 -0.0174378 -0.0167892 1
4 11 -0.112319 -0.101103 1
4 12 -0.20433 -0.20433 0
4 13 -0.291122 -0.275642 1
4 14 -0.370477 -0.370477 0
4 15 -0.440368 -0.404112 1
4 16 -0.49901 -0.471417 1
4 17 -0.544904 -0.505994 1
4 18 -0.576878 -0.576878 0
4 19 -0.594116 -0.579036 1
4 20 -0.596177 -0.596177 0
4 21 -0.583008 -0.583008 0
4 22 -0.554946 -0.521661 1
4 23 -0.512708 -0.478178 1
4 24 -0.457372 -0.421273 1

5 0 0.717356 0.520422 1
5 1 0.708194 0.708194 0
5 2 0.68094 0.68094 0
5 3 0.636291 0.636291 0
5 4 0.575388 0.536746 1
5 5 0.499787 0.499787 0
5 6 0.411418 0.376516 1
5 7 0.312539 0.312539 0
5 8 0.205677 0.190892 1
5 9 0.0935602 0.0935602 0
5 10 -0.0209465 -0.0198498 1
5 11 -0.134918 -0.134918 0
5 12 -0.245443 -0.223764 1
5 13 -0.349698 -0.349698 0
5 14 -0.44502 -0.44502 0
5 15 -0.528974 -0.528974 0
5 16 -0.599415 -0.539123 1
5 17 -0.654543 -0.631031 1
5 18 -0.692951 -0.692951 0
5 19 -0.713657 -0.713657 0
5 20 -0.716133 -0.716133 0
5 21 -0.700314 -0.674217 1
5 22 -0.666606 -0.641054 1
5 23 -0.615869 -0.565167 1
5 24 -0.5494 -0.488885 1

6 0 0.819192 0.549743 1
6 1 0.808728 0.808728 0
6 2 0.777606 0.777606 0
6 3 0.726619 0.726619 0
6 4 0.65707 0.624003 1
6 5 0.570736 0.537864 1
6 6 0.469823 0.451367 1
6 7 0.356907 0.356907 0
6 8 0.234875 0.220683 1
6 9 0.106842 0.106842 0
6 10 -0.02392 -0.0250131 1
6 11 -0.154071 -0.154071 0
6 12 -0.280286 -0.280286 0
6 13 -0.399341 -0.36424 1
6 14 -0.508195 -0.476571 1
6 15 -0.604067 -0.547142 1
6 16 -0.684507 -0.684507 0
6 17 -0.747462 -0.699243 1
6 18 -0.791322 -0.791322 0
6 19 -0.814968 -0.814968 0
6 20 -0.817795 -0.817795 0
6 21 -0.799731 -0.799731 0
6 22 -0.761237 -0.761237 0
6 23 -0.703298 -0.703298 0
6 24 -0.627392 -0.556496 1

7 0 0.9001 0.579065 1
7 1 0.888604 0.888604 0
7 2 0.854407 0.763844 1
7 3 0.798385 0.732828 1
7 4 0.721967 0.721967 0
7 5 0.627106 0.627106 0
7 6 0.516226 0.516226 0
7 7 0.392158 0.366037 1
7 8 0.258072 0.258072 0
7 9 0.117394 0.110593 1
7 10 -0.0262825 -0.0256154 1
7 11 -0.169288 -0.169288 0
7 12 -0.307969 -0.279173 1
7 13 -0.438783 -0.412726 1
7 14 -0.558388 -0.509004 1
7 15 -0.663728 -0.614885 1
7 16 -0.752114 -0.695421 1
7 17 -0.821286 -0.754938 1
7 18 -0.869478 -0.869478 0
7 19 -0.895459 -0.895459 0
7 20 -0.898566 -0.860133 1
7 21 -0.878717 -0.878717 0
7 22 -0.836422 -0.799567 1
7 23 -0.77276 -0.724922 1
7 24 -0.689357 -0.624106 1

8 0 0.958016 0.608386 1
8 1 0.945779 0.730436 1
8 2 0.909383 0.808719 1
8 3 0.849755 0.789595 1
8 4 0.76842 0.720984 1
8 5 0.667456 0.627334 1
8 6 0.549441 0.517422 1
8 7 0.417391 0.399566 1
8 8 0.274678 0.274678 0
8 9 0.124948 0.124948 0
8 10 -0.0279736 -0.0279736 0
8 11 -0.180181 -0.180181 0
8 12 -0.327785 -0.299733 1
8 13 -0.467016 -0.418199 1
8 14 -0.594316 -0.594316 0
8 15 -0.706435 -0.706435 0
8 16 -0.800507 -0.704147 1
8 17 -0.87413 -0.828863 1
8 18 -0.925424 -0.839774 1
8 19 -0.953076 -0.953076 0
8 20 -0.956382 -0.956382 0
8 21 -0.935257 -0.872757 1
8 22 -0.89024 -0.89024 0
8 23 -0.822482 -0.822482 0
8 24 -0.733713 -0.691716 1

9 0 0.991458 0.637708 1
9 1 0.978795 0.734027 1
9 2 0.941127 0.941127 0
9 3 0.879419 0.879419 0
9 4 0.795245 0.73144 1
9 5 0.690756 0.644584 1
9 6 0.568621 0.539702 1
9 7 0.431961 0.431961 0
9 8 0.284266 0.284266 0
9 9 0.12931 0.126027 1
9 10 -0.0289501 -0.0289501 0
9 11 -0.18647 -0.16925 1
9 12 -0.339227 -0.307893 1
9 13 -0.483318 -0.447666 1
9 14 -0.615063 -0.576727 1
9 15 -0.731095 -0.655365 1
9 16 -0.828451 -0.828451 0
9 17 -0.904645 -0.791398 1
9 18 -0.957728 -0.922102 1
9 19 -0.986346 -0.917303 1
9 20 -0.989768 -0.94902 1
9 21 -0.967905 -0.943337 1
9 22 -0.921317 -0.882307 1
9 23 -0.851193 -0.851193 0
9 24 -0.759325 -0.759325 0

10 0 0.999574 0.667029 1
10 1 0.986806 0.766132 1
10 2 0.948831 0.851974 1
10 3 0.886617 0.812423 1
10 4 0.801754 0.801754 0
10 5 0.69641 0.69641 0
10 6 0.573275 0.538174 1
10 7 0.435497 0.435497 0
10 8 0.286593 0.286593 0
10 9 0.130368 0.130368 0
10 10 -0.0291871 -0.0291871 0
10 11 -0.187997 -0.187997 0
10 12 -0.342004 -0.320105 1
10 13 -0.487274 -0.445195 1
10 14 -0.620097 -0.576512 1
10 15 -0.737079 -0.737079 0
10 16 -0.835232 -0.746486 1
10 17 -0.912049 -0.912049 0
10 18 -0.965567 -0.875184 1
10 19 -0.99442 -0.99442 0
10 20 -0.997869 -0.997869 0
10 21 -0.975828 -0.975828 0
10 22 -0.928858 -0.928858 0
10 23 -0.85816 -0.85816 0
10 24 -0.765541 -0.765541 0

11 0 0.982154 0.696351 1
11 1 0.96961 0.96961 0
11 2 0.932296 0.789343 1
11 3 0.871166 0.824839 1
11 4 0.787782 0.787782 0
11 5 0.684274 0.648246 1
11 6 0.563285 0.563285 0
11 7 0.427907 0.427907 0
11 8 0.281599 0.268015 1
11 9 0.128096 0.124994 1
11 10 -0.0286784 -0.0286784 0
11 11 -0.18472 -0.18472 0
11 12 -0.336044 -0.336044 0
11 13 -0.478783 -0.478783 0
11 14 -0.609291 -0.560115 1
11 15 -0.724234 -0.724234 0
11 16 -0.820677 -0.820677 0
11 17 -0.896155 -0.814947 1
11 18 -0.948741 -0.917251 1
11 19 -0.97709 -0.97709 0
11 20 -0.98048 -0.944866 1
11 21 -0.958822 -0.958822 0
11 22 -0.912671 -0.912671 0
11 23 -0.843205 -0.843205 0
11 24 -0.7522 -0.724326 1

12 0 0.939645 0.725673 1
12 1 0.927644 0.745356 1
12 2 0.891945 0.891945 0
12 3 0.833461 0.833461 0
12 4 0.753686 0.753686 0
12 5 0.654657 0.654657 0
12 6 0.538905 0.49937 1
12 7 0.409387 0.383644 1
12 8 0.269411 0.269411 0
12 9 0.122552 0.122552 0
12 10 -0.0274372 -0.0268401 1
12 11 -0.176726 -0.161172 1
12 12 -0.321499 -0.310892 1
12 13 -0.45806 -0.409925 1
12 14 -0.58292 -0.58292 0
12 15 -0.692889 -0.648262 1
12 16 -0.785157 -0.73044 1
12 17 -0.857369 -0.827734 1
12 18 -0.907678 -0.907678 0
12 19 -0.934801 -0.934801 0
12 20 -0.938043 -0.914233 1
12 21 -0.917323 -0.874416 1
12 22 -0.87317 -0.87317 0
12 23 -0.80671 -0.80671 0
12 24 -0.719644 -0.683111 1

13 0 0.873133 0.754994 1
13 1 0.861981 0.769861 1
13 2 0.828809 0.740734 1
13 3 0.774465 0.774465 0
13 4 0.700336 0.668664 1
13 5 0.608318 0.573896 1
13 6 0.500759 0.467717 1
13 7 0.380409 0.34743 1
13 8 0.250341 0.235559 1
13 9 0.113877 0.106794 1
13 10 -0.0254951 -0.019101 1
13 11 -0.164216 -0.154428 1
13 12 -0.298742 -0.260864 1
13 13 -0.425637 -0.425637 0
